ticker,company,sector,industry,country,market_cap,fiscal_year_end_month,biz_model,market_cap_str,exclude_analysis
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,United States,10612736000,12,"Federal Realty Investment Trust is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets and select underserved regions with strong economic and demographic fundamentals. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply.",$10.6B,True
PODD,Insulet Corporation,Healthcare,Medical Devices,United States,10494289920,12,"Insulet Corporation develops, manufactures, and sells insulin delivery systems for people with insulin-dependent diabetes in the United States and internationally. The company offers Omnipod platform products comprising Omnipod 5 automated insulin delivery system, which includes a proprietary AID algorithm embedded in the pod that integrates with a third-party continuous glucose monitor to obtain glucose values through wireless Bluetooth communication; Omnipod DASH insulin management system that features a Bluetooth enabled pod that is controlled by a smartphone-like personal diabetes manager with a color touch screen user interface; and the Omnipod Insulin Management System.",$10.5B,False
AES,The AES Corporation,Utilities,Utilities - Diversified,United States,10490549248,12,"The AES Corporation, together with its subsidiaries, operates as a power generation and utility company. It operates through four segments: Renewables, Utilities, Energy Infrastructure, and New Energy Technologies.",$10.5B,False
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,United States,10428594176,1,"Domino's Pizza, Inc. operates as a pizza company worldwide.",$10.4B,False
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,United States,9936863232,12,"Baxter International Inc., through its subsidiaries, provides a portfolio of healthcare products in the United States. The company operates through three segments: Medical Products & Therapies, Healthcare Systems & Technologies, and Pharmaceuticals.",$9.9B,False
TTD,"The Trade Desk, Inc.",Communication Services,Advertising Agencies,United States,9134204928,12,"The Trade Desk, Inc. operates as a technology company in the United States and internationally.",$9.1B,False
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,United States,8980390912,12,"Charles River Laboratories International, Inc. provides drug discovery, non-clinical development, and safety testing services in the United States, Europe, Canada, the Asia Pacific, and internationally.",$9.0B,False
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,United States,8978688000,6,"Jack Henry & Associates, Inc. operates as a financial technology company that connects people and financial institutions through technology solutions and payment processing services.",$9.0B,False
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,United States,8975901696,8,"FactSet Research Systems Inc., together with its subsidiaries, operates as a financial digital platform and enterprise solutions provider for the investment community. It offers data, products, and analytical applications; and workstations, portfolio analytics, and enterprise data solutions, as well as managed services for supporting data, performance, risk, and reporting workflows.",$9.0B,True
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,United States,8891203584,12,"Henry Schein, Inc. provides health care products and services to office-based dental and medical practitioners worldwide.",$8.9B,False
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,United States,8758782976,12,"Alexandria Real Estate Equities, Inc., an S&P 500 company, is a best-in-class, mission-driven life science REIT making a positive and lasting impact on the world. With our founding, Alexandria pioneered the life science real estate niche.",$8.8B,True
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,United States,8648827904,12,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities in the United States. It operates through Acute Care Hospital Services and Behavioral Health Care Services segments.",$8.6B,False
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,United States,8516492800,12,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. It offers itineraries to destinations, such as Europe, Asia, Australia, New Zealand, South America, Africa, Canada, Bermuda, the Caribbean, and Alaska; and inter-island itinerary in Hawaii.",$8.5B,False
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,United States,8243344896,6,"Bio-Techne Corporation, together with its subsidiaries, develops, manufactures, and sells life science reagents, instruments, and services for the research, diagnostics, and bioprocessing markets worldwide. The company operates through two segments, Protein Sciences, and Diagnostics and Spatial Biology.",$8.2B,False
AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,United States,7901715456,12,A. O.,$7.9B,False
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,United States,7864778240,12,"Builders FirstSource, Inc., together with its subsidiaries, provides building materials for professional builders in new residential construction and repair, and remodeling in the United States. It offers manufactured products, such as factory-built substitutes for job-site framing, wood floor and roof trusses, wall panels, and engineered wood; Ready-Frame, a whole house framing solution; manufactured and semi-custom modular homes, and built in a temperature-controlled facility under its Pine Grove Homes and Pleasant Valley Homes brand names; manufactured housing plans including ranch, community, and single-section homes; manufacturing, assembly, and distribution of windows; and the assembly and distribution of interior and exterior door units.",$7.9B,False
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,United States,7428909568,12,"Molson Coors Beverage Company manufactures, markets, distributes, and sells beer and other malt beverage products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It offers flavored malt beverages including hard seltzers, craft, spirits, and ready to drink beverages.",$7.4B,False
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,United States,6795561472,12,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients. It operates in three segments: Phosphates, Potash, and Mosaic Fertilizantes.",$6.8B,False
POOL,Pool Corporation,Industrials,Industrial Distribution,United States,6594361344,12,"Pool Corporation distributes swimming pool supplies, equipment, related leisure, irrigation, and landscape maintenance products in the United States and internationally. It offers maintenance products, including chemicals, supplies, and pool accessories; repair and replacement parts for pool equipment, such as cleaners, filters, heaters, pumps, and lights; and building materials, such as concrete, plumbing and electrical components, functional and decorative pool surfaces, decking materials, tiles, hardscapes, and natural stones for pool installations and remodeling.",$6.6B,False
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,United States,6408452096,8,"The Campbell's Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States and internationally. It operates through Meals & Beverages, and Snacks segments.",$6.4B,False
